VKM;UNIQUE;Keeper Name / Halter Name / Nom du détenteur / Название владельца;Country Страна;Status Статус;www.;
GNER;GNER;Great North Eastern Railway;UK;Blocked;gner.co.uk;
GNL;GNL;GLOBAL NEOLOGISTICS DOO;RS;in use;globalneologistics.com;OTIF
GNP;GNP;Геоактив Некст Проджекст ООД;BG;in use;;
GNRS;GNRS;Gemernákup, a.s.;SK;in use;;
GO;GO;CGOSTEC GmbH;DE;in use;gostec.de;
GODBN;GODBN;Gleis- und Oberbau- Dienstleistungen;DE;in use;god-bad-nauheim.de;
GOLD;GOLD;Ferroslužby, s.r.o.;CZ;in use;;
GORKA;GORKA;GÓRKA CEMENT Sp. z o.o;PL;in use;gorka.com.pl;
GORTR;GORTR;GÓR-TOR Maciej Górniak;PL;in use;;
GOŠA;GOSA;PRIVREDNO DRUSTVO GOSA FABRIKA SlNSKIH VOZILA, PUTNlCKIH I SPECIJALNIH VAGONA DOO SMEDEREVSKA PALANKA;RS;in use;;OTIF
GOTRA;GOTRA;GO TRANSPORT SERVICIOS 2018 S.A.;ES;in use;gotransport.es;
GP;GP;GRAMPET SA;RO;in use;grampet.ro;
GPMB;GPMB;Grand Port Maritime de Bordeaux;FR;in use;;
GPMT;GPMT;GP Papenburg Maschinentechnik GmbH;DE;in use;gp.ag;
GPRC;GPRC;GP RAIL CARGO SA;RO;in use;;
GR;GR;Chemins de fer de Géorgie;GE;in use;railway.ge;OTIF
GRAB;GRAB;Grenland Rail AB;SE;in use;grenlandrail.com;
GRAF;GRAF;Grafschafter Modell- und Eisenbahn-Club e.V.;DE;in use;graf-mec.de;
GRAG;GRAG;Ing. Greuter AG;CH;in use;greuterag.ch;OTIF
GRAIL;GRAIL;Gruschina Transport und Vermietungs GmbH;AT;in use;gruschina.at;
GRAN;GRAN;Bauunternehmung Granit GmbH;AT;in use;granit-bau.at;
GRAS;GRAS;Grenland rail AS;NO;in use;grenlandrail.no;
GRAU;GRAU;Grauer GbR;DE;in use;grauer-baumaschinen.de;
GRCR;GRCR;Gebr. Reinhard GmbH & Co. KG;DE;in use;reinhard-stahl.de;
GRH;GRH;Grosso Holding sp. z o. o.;PL;in use;;
GRIRO;GRIRO;GRIRO SA;RO;in use;;
GRK;GRK;GRK Rail Oy;FI;in use;grk.fi;
GRKS;GRKS;Georg Reisse Bauunternehmung GmbH & Co KG;DE;in use;georg-reisse.de;
GROET;GROET;Grötz GmbH & Co KG Bauunternehmung;DE;in use;groetz.de;
GRSE;GRSE;Granit Srevices;FR;in use;;
GSCH;GSCH;Geiger + Schüle Bau  GmbH & Co. KG;DE;in use;gsbau.eu;
GSTR;GSTR;Gastrade S.A. / Газтрейд АД;BG;in use;;
GSW;GSW;GSW Gleisbau und Schweißtechnik GmbH u. Co. KG;DE;in use;gsw-gleisbau.de;
GTB;GTB;Gailtalbahn Betriebs GmbH;AT;in use;gaiItalbahn.at;
GTC;GTC;GLOBAL TRANSPORT COMPANY Sp. z o.o.;PL;in use;;
GTE;GTE;Geraer Traditionseisenbahn UG;DE;in use;traditionseisenbahn-gera.de;
GTF;GTF;GRUP TRANSPORT FEROVIAR S.A.;RO;in use;;
GTR;GTR;Goldschmidt Thermit Railservice (Österreich) GmbH;AT;in use;gt-railservice.com;
GTRAB;GTRAB;Gällivare Traktor AB;SE;in use;;
GTRCK;GTRCK;Go Track Oü;EE;in use;gotrack.ee;
GTS;GTS;Gesellschaft für Gleistechnik Süd GmbH;DE;in use;;
GTSCH;GTSCH;GTS RAIL SAGL in liquidazione;CH;Revoked;;OTIF
GTSL;GTSL;General Transport Service S.p.A.;IT;in use;gtslogistic.com;
GTSR;GTSR;GTS Rail S.p.A.;IT;in use;gtsrail.com;
GTT;GTT;Gruppo Torinese Trasporti;IT;Blocked;comune.torino.it/gtt/;
GTV;GTV;GTV Gleis- und Tiefbau Verwaltungsgesellschaft mbH;DE;in use;gtv-mbh.eu;
GUNSE;GUNSE;GÜNSEL GLOBAL LOJ. IÇ VE DIŞ. TIC. LTD. ŞTI;TR;in use;gunselglobal.com;OTIF
GUT;GUT;GUT Gleisunterhaltungstechnik GmbH;DE;in use;;
GV;GV;Lokalbahn Gmunden-Vorchdorf;AT;Revoked;stern-verkehr.at;
GVB;GVB;Glaverbel Czech a.s., člen skupiny Glaverbel;CZ;in use;;
GVBNO;GVBNO;Gamle Vossebanen;NO;in use;njk.no/gvb;
GVG;GVG;Georg Verkehrsorganisation GmbH;DE;in use;berlin-night-express.com;
GWJHT;GWJHT;GW JIHOTRANS a.s.;CZ;in use;jihotrans.cz;
GWTR;GWTR;GW Train Regio a.s.;CZ;in use;gwtr.cz;
GX;GX;Gatwick Express;UK;Blocked;gatwickexpress.co.uk;
GYC;GYC;GYSEV Cargo Zrt;HU;in use;gysev.hu;
GYO;GYO;AGRUPACIÓN GUINOVART OBRAS Y SERVICIOS HISPANIA, S.A.;ES;in use;ohl.es;
GYPS;GYPS;GYPSTREND s.r.o.;CZ;in use;;
GySEV;GYSEV;Györ-Sopron-Ebenfurti Vasut Részvénytarsasag;HU;in use;gysev.hu;
GZCDC;GZCDC;CD Cargo Slovakia, s.r.o.;SK;Revoked;cdcargo.sk;
GZNFP;GZNFP;Gdańskie Zakłady Nawozów Fosforowych FOSFORY Sp. z o.o.;PL;in use;fosfory.pl;
HABAU;HABAU;HABAU Hoch- und Tiefbaugesellschaft m.b.H.;AT;in use;habau.at;
HAFEN;HAFEN;Gernsheimer Hafenbetriebs-Gesellschaft mbH;DE;in use;;
HAEG;HAGE;Hamburger Eisenbahn e.K;DE;in use;;
HANS;HANS;HANSeatische Eisenbahn GmbH;DE;in use;hans-eisenbahn.de;
HAPPY;HAPPY;Happy Train Fleet Services B.V.;NL;in use;;
HASIT;HASIT;HASIT Šumavské vápenice a omítkárny, a.s.;CZ;in use;;
HB;HB;Hellertal-Bahn GmbH;DE;in use;hellertalbahn.de;
HBA;HBA;Hafenbetrieb Aken GmbH;DE;in use;hafen-aken.de;
HBAU;HBAU;Hartung Bau, Ingenieur- Tief- und Straßenbau GmbH;DE;in use;hartung-bau.de;
HBB;HBB;Hansebahn Bremen GmbH;DE;in use;;
HBC;HBC;HBC Hanseatisches Bahn Contor GmbH;DE;in use;hanseatisches-bahn-contor.de;
HBE;HBE;Verein zur Erhaltung der Hespertalbahn e.V.;DE;in use;hespertalbahn.de;
HBFFO;HBFFO;Hoffmann Bauservice GmbH & Co. KG;DE;in use;hoffmann-bau-ffo.de;
HBN;HBN;Hafenbahn Neustrelitz e.V.;DE;in use;hafenbahn-neustrelitz.de;
HBP;HBP;Hornonitrianske bane Prievidza, a.s.;SK;in use;hbzam.sk;
HBSRB;HBSRB;HBIS GROUP Serbia Iron & Steel d.o.o. Beograd;RS;in use;hbisserbia.rs;OTIF
HC;HC;Hessencourier e.V;DE;in use;hessencourrier.de;
HCLOG;HCLOG;HEICON Service GmbH;DE;in use;;
HCM;HCM;Vermietung von Maschinen und Geräten Dienstleistungen für Eisenbahnverkehrsunternehmen;DE;in use;;
HCMSA;HCMSA;Huta Cynku “Miasteczko Śląskie” SPÓŁKA AKCYJNA;PL;in use;hcm.com.pl;
HCTOR;HCTOR;Hector Rail AB;SE;in use;hectorrail.com;
HD;HD;Holger Dietz;DE;in use;;
HDL;HDL;Hastings Diesels Limited;UK;in use;hastingsdiesels.co.uk;
HDS;HDS;UEF Historischer Dampfschnellzug e.V.;DE;in use;schnellzuglok.de;
HDST;HDST;HDS Technik GmbH;DE;in use;;
HE;HE;Hugo Ehlers GmbH & Co. KG;DE;Revoked;hugo-ehlers.de;
HEB;HEB;HLB Hessenbahn GmbH;DE;in use;hessenbahn.de;
HEBER;HEBER;Heberger Hoch-, Tief- u. Ingenieurbau GmbH;DE;in use;heberger.de;
HEF;HEF;Historische Eisenbahn Frankfurt;DE;in use;historische-eisenbahn-frankfurt.de;
HEG;HEG;Historische Eisenbahn Gesellschaft;CH;in use;volldampf.ch/heg/;OTIF
Hein;HEIN;Bernd Andreas Heinrichsmeyer;DE;in use;;
HELA;HELA;HELA Service GmbH;AT;in use;;
HELeV;HELEV;Historiche Eisenbahnfahrzeuge Lübeck e.V.;DE;in use;helev.de;
HELF;HELF;Helf Bauunternehmung GmbH & Co.KG;DE;in use;helf-bauunternehmung.de;
HELL;HELL;Josef Hell Bauunternehmen GmbH;DE;in use;;
HELR;HELR;Helrom GmbH;DE;in use;helrom.com;
HEM;HEM;Historiche Eisenbahnen Mitteldeutchland GmbH i.G.;DE;in use;;
HEMeV;HEMEV;Historische Eisenbahn Mannheim e. V.;DE;in use;historische-eisenbahn-ma.de;
HEN;HEN;Henders GmbH;DE;in use;henders.de;
HENK;HENK;Henkel;DE;in use;;
HENT;HENT;Hentschke Bau GmbH;DE;in use;hentschke-bau.de;
HEROH;HEROH;HEROH GmbH;DE;in use;heroh.de;
HEROS;HEROS;HEROS Helvetia Rolling Stock GmbH;CH;in use;heros-rail.com;OTIF
HESRB;HESRB;HBIS GROUP Serbia Iron & Steel d.o.o. Beograd;RS;Revoked;hbisserbia.rs;OTIF
HETZE;HETZE;Hetzelberger Bau e.K.;DE;in use;;
HEV;HEV;Verein zur Förderung des Eisenbahnmuseums Vienenburg e.V.;DE;in use;;
HEX;HEX;Transdev Sachsen Anhalt GmbH;DE;in use;;
HF;HF;Held & Francke Bau GmbH & Co KG;AT;in use;habau.at;
HFD;HFD;Helmut Feger GmbH;DE;in use;fegergmbh-gleisbau.de;
HFH;HFH;Container Terminal Halle (Saale) GmbH;DE;in use;ct-hs.de;
HFM;HFM;Managementgesellschaft für Hafen und Markt mbH;DE;in use;;
HFW;HFW;Wiebe Gleisbau GmbH;DE;in use;wiebe.de;
HGB;HGB;Hessische Güterbahn GmbH;DE;in use;hessische-gueterbahn.de;
HGBAU;HGBAU;Hering Gleisbau GhmbH;DE;in use;heringinternational.com;
HGK;HGK;Häfen und Güterverkehr Köln;DE;in use;hgk.de;
HGS;HGS;Höfels Gleisbau - Service GmbH;DE;in use;hoefels-gleisbau-service.de;
HGUI;HGUI;Hering Bahnbau GmbH;DE;in use;heringinternational.com;
HHB;HHB;Hamburger Hafenbahn;DE;in use;;
HHBAU;HHBAU;W.Hundhausen Bauunternehmen GmbH;DE;in use;hundhausen.de;
HHE;HHE;Freunde der Halle-Hettstedter Eisenbahn e.V.;DE;in use;halle-hettstedter-eisenbahn.de;
HHPI;HHPI;Heavy Haul Power International GmbH;DE;in use;hhpi.de;
HIFER;HIFER;HIFER CONSTRUCCION, CONSERVACION Y SERVICIOS, S.A.;ES;in use;hifer.es;
HIP/ХИП;HIP;HIP-AZOTARA DOO;RS;in use;hip-azotara.rs;OTIF
HISB;HISB;Historische S-Bahn e.V.;DE;in use;hisb.de;
HIT;HIT;HIT Holzindustrie Torgau OHG;DE;in use;;
HJH;HJH;HJH Immobilien- und Projektmanagement GmbH;AT;in use;;
HK;HK;Hans Kaiser GmbH & Co KG;DE;in use;;
HKAG;HKAG;Hastag Kies AG;CH;in use;hastag.ch;OTIF
HKB;HKB;Museumseisenbahn Hümmlinger Kreisbahn e.V.;DE;in use;museumsbahn-huemmlingerkreisbahn.de;
HKBAU;HKBAU;Hieden & Kall Hoch- und Tiefbaugesellschaft mbH;AT;in use;hkbau.at;
HKHUV;HKHUV;H. Klostermann Baugesellschaft mbH;DE;in use;klostermann-hamm.de;
HKO;HKO;Hilton Kommunal GmbH;DE;in use;hilton-kommunal.de;
HKOP;HKOP;Stichting Mat'54 Hondekop-vier;NL;in use;mat54.nl;
HL;HL;HAGANS LOGISTIC Sp. z o.o.;PL;in use;;
HLB;HLB;HLB Basis AG;DE;in use;hlb-online.de;
HLG;HLG;Nordlandrail GmbH;DE;in use;nordlandrail.de;
HLM;HLM;HOLCIM S.A.;RO;in use;;
HLP;HLP;Traditionsgemeinschaft Bw Halle P e.V.;DE;in use;;
HLT;HLT;Region Halland / Hallandstrafiken;SE;in use;regionhalland.se / hallandstrafiken.se;
HM;HM;Hasselmann GmbH;DE;in use;hasselmann-gmbh.de;
HMAN;HMAN;H. Manhart GmbH;AT;in use;;
HMBAU;HMBAU;H&M Bau GmbH;DE;in use;;
HMLOK;HMLOK;HM lokstall;SE;in use;;
HMTS;HMTS;Heduschke Maschinentechnik Spohla;DE;in use;;
HMVY;HMVY;Haapamäen Museoveturiyhdistys ry;FI;in use;hmvy.fi;
HOE;HOE;G.Hölzig;DE;in use;;
HOFF;HOFF;Manfred Hoffmann Baumaschinen Industrieservice;DE;in use;baumaschinen-hoffmann.de;
HOFFM;HOFFM;Hoffmann Erdbau Straenbau Tiefbau GmbH & Co. KG;DE;in use;hoffmann-est.de;
Holch;HOLCH;Holcim (Schweiz) AG;CH;in use;holcim.ch;OTIF
HOLST;HOLST;Holsteinische Eisenbahngesellschaft für historischen Verkehr gGmbH;DE;in use;;
HPCD;HPCD;Hupac Deutschland;DE;in use;hupac.de;
HPS;HPS;HELLO PARIS SERVICES;FR;in use;;
HPV;HPV;HPV Rail Service GmbH;CH;Revoked;hpvrailservice.ch;OTIF
HRAIL;HRAIL;Eiffage Rail Niederlassung der Eiffage Infra-Bau SE;DE;Revoked;rail.eiffage-infra.de/de;
HRDE;HRDE;Hector Rail GmbH;DE;in use;hectorrail.de;
HRI;HRI;H-Rail s.r.l. impresa sociale;IT;in use;hrail.it;
HRK;HRK;Herik Rail;NL;in use;herikrail.nl;
HRL;HRL;Harsco Rail Limited;UK;in use;harscotrack.com;
HRLB;HRLB;H & R Lube Blending GmbH;DE;in use;;
HROCH;HROCH;HROCHOSTROJ a.s.;CZ;in use;hrochostroj.cz;
HROY;HROY;Höyryraide Oy;FI;in use;steamrail.fi;
HRS;HRS;Hamburger Rail Service GmbH & Co. KG;DE;in use;wirsindamzug.de;
HS;HS;HAFEN STUTTGART GmbH;DE;in use;hafenstuttgart.de;
HSA;HSA;High Speed Alliance;NL;in use;highspeedalliance.nl;
HSB;HSB;Harzer Schmalspurbahnen;DE;in use;hsb-wr.de;
HSD;HSD;Horst Schuch Dienstleistungen;DE;in use;;
HSF;HSF;HSF Haltinger Speisewagenfreunde;CH;in use;;OTIF
HSG;HSG;Vossloh High Speed Grinding GmbH;DE;in use;vossloh-rail-services.com;
HsH;HSH;Hekurudha Shqiptare SH.A.;AL;in use;;OTIF
HSL;HSL;HSL Logistik GmbH;DE;in use;;
HSLAG;HSLAG;Hartmann Spedition & Logistik AG;DE;in use;hartmannag.de;
HSLPL;HSLPL;HSL POLSKA SP. Z O.O.;PL;in use;;
HSM;HSM;Hroší stavby Morava a.s.;CZ;in use;hrosistavby.cz;
HSTB;HSTB;Historische Seethalbahn  (instead of entry: VHS);CH;in use;historische-seethalbahn.ch;OTIF
HSW;HSW;Historischer Schienenverkehr Wesel e.V.;DE;in use;hsw-wesel.de;
HT;HT;Hull Trains;UK;Blocked;hulltrains.co.uk;
HTB;HTB;Hörseltalbahn GmbH;DE;in use;captrain.de;
HTR;HTR;TRAINOSE S.A.;EL;in use;trainose.gr.en;
HTRSD;HTRSD;HTRS SUED GMBH.;DE;in use;husatransportation.com;
HTRSN;HTRSN;HTRNS Nederland bv;NL;in use;husatransportation.com;
HTS;HTS;HTS - Mobile Schienenfahrzeugtechnik GmbH;DE;in use;hts-kassel.de;
HU;HU;HUPAC SpA;IT;in use;hupac.it;
HuP;HUP;Himmel u. Papesch Bauunternehmung GmbH u. Co. KG;DE;in use;hup-bau.de;
HUPAC;HUPAC;Hupac SA;CH;in use;hupac.ch;OTIF
HVLE;HVLE;Havelländische Eisenbahn AG;DE;in use;hvle.de;
HVM;HVM;Höyryveturimatkat 1009 Oy;FI;in use;hoyryveturimatkat1009.fi;
HW;HW;Hastrabau-Wegener GmbH & Co. KG;DE;in use;hastrabau.de;
HWB;HWB;HWB Hochwaldbahn Servicegesellschaft mbH;DE;in use;hochwaldbahn.de;
HWBV;HWBV;HWB Verkehrsgesellschaft mbH;DE;in use;hochwaldbahn.de;
HWCZ;HWCZ;Hans Wendel CZ s.r.o.;CZ;in use;hanswendel.cz;
HWIEN;HWIEN;Holcim Wien GmbH.;AT;in use;holcim.com;
HWRE;HWRE;Heinrich Wilhelm Waggonbau- und Vertriebs GmbH & Co. KG;DE;in use;heinrich-wilhelm.de;
HWV;HWV;Hamburger Waggonvermletung GmbH;DE;in use;;
HWZ;HWZ;Hellerich Wehrs GmbH;DE;in use;;
HX;HX;Heathrow Express;UK;Blocked;heathrowexpress.co.uk;
HYDR;HYDR;Hydrema Baumaschinen GmbH;DE;in use;hydrema.com;
HŽ;HZ;Hrvatske Željeznice;HR;in use;hznet.hr;OTIF
HŽCAR;HZCAR;HŽ CARGO d.o.o.;HR;in use;hznet.hr;OTIF
HzL;HZL;SWEG Südwestdeutsche Landesverkehrs-AG;DE;Revoked;sweg.de;
HŽPP;HZPP;HŽ PUTNIČKI PRIJEVOZ d.o.o. za prijevoz putnika;HR;in use;hzpp.hr;
HŽVV;HZVV;HŽ VUČA VLAKOVA;HR;in use;hznet.hr;OTIF
IB;IB;Inntalbahn KG;DE;in use;;
IBAB;IBAB;Inlandsbanan AB;SE;in use;inlandsbanan.se;
IBERC;IBERC;IBERCARGORAIL, S.A.;ES;in use;;
IBERT;IBERT;IBERTIF FERROCARRILES, S.A.;ES;in use;ibertifferrocarriles.com;
IBF;IBF;Ing Büro Förster;DE;in use;;
IBL;IBL;Ingenierbüro Lohr;DE;in use;;
IBV;IBV;IBEROVÍAS EMPRESA CONSTRUCTORA, S.A.;ES;in use;iberovias.com;
IC;IC;Inter Cargo sp. z o. o.;PL;in use;;
IÇDAŞ;ICDAS;IÇDAŞ ÇELIK ENERJI TERSANE VE ULAŞIM SANAYII A.Ş.;TR;in use;icdas.com.tr;OTIF
ICDUE;ICDUE;I.C.E.F.E DUE SRL;IT;in use;;
ICF;ICF;Interfrigo/Intercontainer;BE;in use;icfonline.com;
ICIM;ICIM;ICIM ARAD SA;RO;in use;steauaromana.ro;
ICJSC;ICJSC;ИНФРACTPУКTУPНО CTPOИЛCTBO AД;BG;in use;infrastroi.com;
ICOSK;ICOSK;Icopal, a.s. Štúrovo;SK;in use;;
ICPVA;ICPVA;ICPV Arad;RO;in use;;
ID;ID;CARGOUNIT sp. z o.o.;PL;in use;cargounit.pl;
IDIS;IDIS;iDispo UG (haftungsbeschränkt);DE;in use;;
IDS;IDS;IDS - Inženýrské a dopravní stavby Olomouc a.s.;CZ;in use;;
IDSC;IDSC;IDS CARGO a. s.;CZ;in use;ids-cargo.cz;
IDSLC;IDSLC;IDS LocoCars s.r.o.;CZ;in use;ids-lococare.cz;
IE;IE;Iarnrod Eireann (Coras Iompair Eireann);IE;in use;irishrail.ie;
IECD;IECD;ELECTROCENTRALE SA DEVA;RO;in use;termodeva.ro;
IF;IF;Innofreight Solutions GmbH;AT;in use;innofreight.com;
IFB;IFB;INTERFERRYBOATS NV;BE;in use;interferryboats.be;
IFT;IFT;Interfracht, s r.o.;CZ;in use;interfracht.cz;
IFTEC;IFTEC;IFTEC GmbH & Co. KG;DE;in use;iftec.de;
IGAS/ИГАС;IGAS;INTERGAS d.o.o. BEOGRAD;RS;in use;intergas.co.yu;OTIF
IGB;IGB;Industriebahn-Gesellschaft Berlin;DE;in use;captrain.de/unternehmen/standorte/igb-industriebahn-gesellschaft-berlin;
IGDA;IGDA;IG Bw Dresden-Altstadt e.V.;DE;in use;igbwdresden-altstadt.de;
IGE;IGE;IGE Internationale Gesellschaft für Eisenbahnverkehr GmbH & Co. KG;DE;in use;ige-bahn.de;
IGEBA;IGEBA;IGEBA – Ingenieurgesellschaft Bahn mbH;DE;in use;;
IGEW;IGEW;IGE "Werrabahn Eisenach" e.V;DE;in use;ige-werrabahn-eisenach.de;
IGHB;IGHB;IG Hirzbergbahn e.V;DE;in use;hirzbergbahn.de;
IGL;IGL;IGL sp. z o. o. sp. k.;PL;in use;;
IGN;IGN;IG Nebenbahn Nordhessen e.V;DE;in use;;
IGR;IGR;I. G. Rail, s. r. o.;SK;in use;;
IGRS;IGRS;IG Residenzbahnhof Sondershausen e.V;DE;in use;;
IGSEE;IGSEE;3 Seenbahn gGmbH;DE;in use;3seenbahn.de;
IGSS;IGSS;Interessengemeinschaft Schienebus Seelze e.V.;DE;in use;schienenbus-seelze.de;
IGT;IGT;IGT Inbetriebnahmegesellschaft Transporttechnik mbH;DE;in use;igt-bahn.de;
IGTL;IGTL;IG Traditionslok 58 3047 e.V.;DE;in use;dampflok-glauchau.de;
IGZ;IGZ; INVESTEX GROUP, s.r.o.;SK;in use;investex-group.sk;
IHINV;IHINV;IH Invest s.r.o.;SK;in use;;
IK;IK;Infrakraft Sverige AB;SE;in use;infrakraft.se;
IKBL;IKBL;IKB Leasing SR s.r.o.;SK;in use;ikb-leasing.sk;
IKEA;IKEA;IKEA INDYSTRY SLOVAKIA s.r.o.;SK;in use;;
IKN;IKN;Jutta & Dr. Thomas Kittel-Stiftung;DE;in use;;
IL;IL;Island Line;UK;Blocked;island-line.co.uk;
Ilm;ILM;Ilmebahn;DE;in use;ilmebahn.de;
ILO;ILO;Wojciech Iłowiecki;PL;in use;;
IMB;IMB;Implenia Modernbau GmbH;DE;in use;modernbau.implenia.com;
IMBC;IMBC;Louis IMBERT & Cie;FR;in use;;
IMBJ;IMBJ;Wagons Citernes Joseph IMBERT;FR;in use;;
IMBU;IMBU;Imbusch Geratevermletung und Dienstleistung GmbH;DE;in use;;
IMERY;IMERY;Imerys Graphite & Carbon Switzerland Ltd;CH;in use;;OTIF
IMFSA;IMFSA;Ingeniería de Maquinaria Ferroviaria S.A.;ES;in use;imfsa.es;
IMLOG;IMLOG;Imbach Logistik AG;CH;in use;imbach-logistik.ch;OTIF
IMO;IMO;Imotrans;DE;in use;imotrans.de;
IMS;IMS;Instandhaltung Management Service GmbH;DE;in use;i-m-s.eu;
IMSAT;IMSAT;IMSAT SA;RO;in use;imsat.ro;
IMTI;IMTI;IMATEQ Italia srl;IT;in use;imateq.it;
INA;INA;INA d.d.;HR;in use;ina.hr;OTIF
INAB;INAB;INSTALACIONES INABENSA;ES;in use;inabensa.com;
INAS;INAS;Infranord Norge AS;NO;in use;infranord.se/no/no-hjem;
INBUG;INBUG;INTERBUG Sp. z o.o.;PL;in use;;
INCOR;INCOR;Przedsiębiorstwo Usług Technicznych Intercor sp. z o.o.;PL;in use;intercor.eu;
INDET;INDET;IND EKS TRADE EOOD;BG;in use;;
INDEX;INDEX;Intradex S.A.;PL;in use;intradex.pl;
INEO;INEO;INEO SCLE FERROVIAIRE S.N.C.;IT;in use;;
Ineos;Ineos;Ineos Sverige AB;SE;in use;ineos.se;
INFBL;INFBL;INFRABEL N.V.;BE;in use;infrabel.be;
INFRA;INFRA;Infranord AB;SE;in use;infranord.se;
INGDE;INGDE;Ing. De Aloe Costruzioni s.r.l.;IT;in use;;
INKOM;INKOM;P.W. INTER-KOMTRANS SYLWESTER KOMISAREK;PL;in use;;
INNR;INNR;Innrail Eisenbahndienstleistugen UG;DE;Revoked;innrail.com;
ИНОСБ;INOSB;"INOS-BALKAN" doo Valjevo;RS;in use;inosbalkan.com;OTIF
INR;INR;INRAIL;IT;in use;inrail.it;
INSA;INSA;"Insa Gas" OOD;BG;in use;insa.bg/insagas/;
INT;INT;ČSKD - INTRANS a.s.;CZ;in use;intrans.cz;
INTBA;INTBA;Intertop-Bau GmbH;DE;in use;;
INTEG;INTEG;IntEgro Verkehr GmbH;DE;in use;integro-verkehr.com;
ИНTEP;INTER;ИНTEPKOM EOOД;BG;in use;;
INTHO;INTHO;INTHO GmbH;DE;in use;intho.de;
INTOR;INTOR;Przedsiębiorstwo Wielobranżowe IN-TOR s.c.;PL;in use;;
INTRA;INTRA;Innovatrain AG;CH;in use;innovatrain.ch;OTIF
INTSK;INTSK;Slovenska kombinovana doprava INTRANS, a.s.;SK;in use;intrans.cz;
INVAT;INVAT;INVATRA ALCAZAR, S.L.;ES;in use;invatraalcazar.com;
IP;IP;INTERPORT Spedition s.r.o.;CZ;in use;interport.cz;
IPBO;IPBO;Interporto Bologna Spa;IT;in use;interporto.it;
IPC;IPC;IP CALL, spol. s r.o.;CZ;in use;;
IPELC;IPELC;IPE LOCOMOTORI 2000 SRL;IT;in use;;
IPK;IPK;INTERNATIONAL PAPER-KWIDZYN Sp. z o.o.;PL;in use;;
IPZ;IPZ;IPZ GmbH;DE;in use;ipz-sicherheitsdienstleistungen.de;
IR;IR;Indian Railways;IN;in use;;OTIF
IRAIL;IRAIL;Ing. Igor Rerich – obchodno výrobná činnosť;SK;in use;;
IRC;IRC;SC INTERREGIONAL CALATORI SRL;RO;in use;viaterraspedition.ro;
IRECF;IRECF;Instalaciones Recursos Ferroviarios, S.L.;ES;in use;;
IRIPK;IRIPK;Instytut Rozwoju i Promocji Kolei sp. z o.o.;PL;in use;iripk.pl;
IRR;IRR;Iraqi Republic Railways Establishment;IQ;in use;;OTIF
IRSI;IRSI;International Rolling Stock Investment GmbH;CH;in use;;OTIF
IRT;IRT;IRT sp. z o.o.;PL;in use;;
IRVCB;IRVCB;IRV CARANSEBES SA;RO;in use;;
IRY;IRY;INTERMODALIDAD DE LEVANTE, S.A.;ES;in use;ilsarail.eu;
ISAF;ISAF;ISAF SA;RO;in use;isaf.ro;
ISAM;ISAM;ISAM S.r.l.;IT;in use;;
ISC;ISC;ISC-INTERPORTO Servizi Cargo S.P.A.;IT;in use;;
ISF;ISF;ISF infra.service.franken;DE;in use;;
ISG;ISG;Infraservice Group Scandinavian AB;SE;in use;infraservice.nu;
ISL;ISL;Infraserv Logistics GmbH;DE;in use;infraservlogistics.com;
ISLUX;ISLUX;ISOLUX INGENIERIA, S.A.;ES;in use;isoluxcorsan.com;
ISPAL;ISPAL;ISPALVIA, S.L.U;ES;in use;grupoazvi.com;
ISR;ISR;Israel Railways;IL;Blocked;israrail.org.il;OTIF
ISS;ISS;ISS Trafficare AB;SE;in use;se.issworld.com;
ISSAB;ISSAB;Intercontainer Sweden SUCO AB;SE;Revoked;intercontainer.ee;
ITA;ITA;I.T.A. srl - INTERNATIONAL TRADING AGENCY;IT;in use;;
ITAB;ITAB;Interfleet AB;SE;in use;interfleet.se;
ITAG;ITAG;Inlandståget AB;SE;in use;inlandstaget.se;
ITB;ITB;ITB Industrietransportgesellschaft mbH Brandenburg EVU;DE;in use;villmann-gruppe.de;
ITC;ITC;Inter Chem Trading sp. z o.o.;PL;in use;interchemtrading.pl;
ITEK;ITEK;Infratek Sverige AB;SE;in use;infratek.se;
ITG;ITG;ITG Transportmittel GmbH;AT;in use;;
ITGZW;ITGZW;ITG Ingenieur-, Tief- und Gleisbau GmbH;DE;in use;itg-stralsund.de;
ITL;ITL;ITL Eisenbahngesellschaft mbH;DE;in use;itl-dresden.de;
ITLB;ITLB;ITL-Benelux;NL;in use;itl-benelux.com;
ITLPL;ITLPL;ITL Polska Spólka z.o.o.;PL;in use;itlpolska.com.pl;
ITRUD;ITRUD;ISAR-TANK F.U.H Rudolf GdbR;DE;Revoked;;
ITX;ITX;InterTourex GmbH;DE;in use;intertourex.de;
IUYGN;IUYGN;Ismail Uygun Loj. Hiz. Madencilik San. Ve Tic. Ltd. Şti;TR;in use;;OTIF
IVB;IVB;Innsbrucker Verkehrsbetriebe;AT;Revoked;ivb.at;
IVE;IVE;IVECOS SPA;IT;in use;ivecos.it;
IVK;IVK;Ing Vladimir Křiž;CZ;in use;;
IVMW;IVMW;Interessenvereinigung Verkehrsgeschichte mittleres Werratal (IVmW) e.V.;DE;in use;ivmw-ev.de/start.html;
IVP;IVP;Imatran Veturipalvelu Oy;FI;in use;;
IWAG;IWAG;Industriewaggon GmbH;AT;Revoked;;
