linie;linienname;bpk_anfang;bpk_ende;km_anfang;km_ende;stationierung_anfang;stationierung_ende;n;e;n2;e2;geopos;geopos2;tst
9722;Nidelbad - Litti;Nidelbad Sud (Abzw);Litti (Baar);10.293;21.0;0;1000000;1240163.333;2683613.154;1229243.269;2683119.27;8.54434634419, 47.3070510368;8.53579702525, 47.2089019376;"{""type"": ""LineString"", ""coordinates"": [[8.54434634419, 47.3070510368], [8.53579702525, 47.2089019376]]}"
9724;Meilibach (Abzw) - Sihlbrugg;Meilibach (Abzw);Sihlbrugg;0.0;5.0;0;1000000;1234046.242;2690038.35;1232570.073;2686197.351;8.62807594574, 47.2511915687;8.57705894298, 47.2384279346;"{""type"": ""LineString"", ""coordinates"": [[8.62807594574, 47.2511915687], [8.57705894298, 47.2384279346]]}"
101;Lausanne-Flon - Bercher;Lausanne-Flon;Bercher;-0.8;22.82;0;1000000;1152420.4206;2537969.5907;1171565.5111;2543774.7408;6.63027409462, 46.5202008587;6.70357876296, 46.6929277632;"{""type"": ""LineString"", ""coordinates"": [[6.63027409462, 46.5202008587], [6.70357876296, 46.6929277632]]}"
119;Bulle - Broc-Fabrique;Bulle;Broc-Fabrique;0.0;5.44;0;1000000;1163042.857;2570601.325;1161635.1381;2574789.681;7.05483338136, 46.6179886335;7.10958976002, 46.6054972948;"{""type"": ""LineString"", ""coordinates"": [[7.05483338136, 46.6179886335], [7.10958976002, 46.6054972948]]}"
123;Aigle - Le Sepey;Aigle;Le Sepey;0.0;13.779;0;1000000;1129606.2;2563416.288;1134375.3863;2570309.5562;6.96368321186, 46.3168554186;7.05287034619, 46.3600977198;"{""type"": ""LineString"", ""coordinates"": [[6.96368321186, 46.3168554186], [7.05287034619, 46.3600977198]]}"
126;Aigle-Depot - Leysin;Aigle-Depot;Leysin-Grand-Hotel;1.03;6.207;0;1000000;1129775.2463;2564269.5024;1132780.3714;2566729.5515;6.97474707856, 46.3184221158;7.00647019005, 46.3455813795;"{""type"": ""LineString"", ""coordinates"": [[6.97474707856, 46.3184221158], [7.00647019005, 46.3455813795]]}"
131;Les Paluds - St-Gingolph (Frontiere);Les Paluds;Bret [F];1.472;29.975;0;1000000;1119886.651;2566191.785;1138774.006;2548392.635;7.00042308458, 46.229569314;6.76762162349, 46.3983340958;"{""type"": ""LineString"", ""coordinates"": [[7.00042308458, 46.229569314], [6.76762162349, 46.3983340958]]}"
134;Sembrancher - Le Chable;Sembrancher;Le Chable VS;0.0;6.18;0;1000000;1102840.114;2577349.33;1103120.0888;2582674.3681;7.14587321224, 46.0766969389;7.21469190725, 46.0793738743;"{""type"": ""LineString"", ""coordinates"": [[7.14587321224, 46.0766969389], [7.21469190725, 46.0793738743]]}"
159;Nyon - Eysins;Nyon (bif);Eysins (embr);0.273;2.665;0;1000000;1137512.6923;2507301.3051;1137418.869;2505019.449;6.23365265309, 46.38256173;6.20401487285, 46.3813982369;"{""type"": ""LineString"", ""coordinates"": [[6.23365265309, 46.38256173], [6.20401487285, 46.3813982369]]}"
163;Lausanne-Triage D - Denges B;Lausanne-Triage D;Denges B (bif);7.718;8.03;0;1000000;1153848.633;2531643.291;1153666.781;2531389.208;6.54762625942, 46.5324303042;6.54434169958, 46.5307684935;"{""type"": ""LineString"", ""coordinates"": [[6.54762625942, 46.5324303042], [6.54434169958, 46.5307684935]]}"
166;Renens VD Ouest - Lausanne-Triage Est;Renens VD Ouest (bif);Lausanne-Triage Est;5.18;7.256;0;1000000;1154756.64;2533530.071;1154205.144;2532096.006;6.57208700737, 46.5407882914;6.55347427058, 46.5356833039;"{""type"": ""LineString"", ""coordinates"": [[6.57208700737, 46.5407882914], [6.55347427058, 46.5356833039]]}"
171;Lausanne-Triage F - Lausanne-Triage Sud;Lausanne-Triage Ouest;Lausanne-Triage Sud;10.651;11.475;0;1000000;1152950.23;2529787.25;1153032.737;2530587.955;6.52357218424, 46.5241566673;6.53399425012, 46.52498249;"{""type"": ""LineString"", ""coordinates"": [[6.52357218424, 46.5241566673], [6.53399425012, 46.52498249]]}"
191;Bellegarde (Ain) - La Plaine-Frontiere;Bellegarde (Ain);La Plaine-Frontiere;134.232;152.328;0;1000000;1107841.562;2475297.552;1115030.75;2488182.612;5.82567700195, 46.1105169968;5.9905811644, 46.1774395649;"{""type"": ""LineString"", ""coordinates"": [[5.82567700195, 46.1105169968], [5.9905811644, 46.1774395649]]}"
201;Le Day - Le Brassus;Le Day Nord (bif);Le Brassus;3.005;24.438;0;1000000;1174670.6662;2520597.3513;1160098.0263;2506138.0543;6.40006236654, 46.7184976851;6.21394488318, 46.5855439414;"{""type"": ""LineString"", ""coordinates"": [[6.40006236654, 46.7184976851], [6.21394488318, 46.5855439414]]}"
211;Chavornay - Orbe;Chavornay;Orbe;27.459;31.856;0;1000000;1173578.838;2533438.279;1175204.088;2530549.617;6.56816324702, 46.7100845294;6.53014301172, 46.7244083662;"{""type"": ""LineString"", ""coordinates"": [[6.56816324702, 46.7100845294], [6.53014301172, 46.7244083662]]}"
216;Cornaux - Raffinerie - Juracime;Cornaux NE;Cornaux fin des voies;0.0;2.0;0;1000000;1209810.291;2568439.194;1208925.4894;2568899.9632;7.02336566239, 47.0385720313;7.02948907191, 47.0306351656;"{""type"": ""LineString"", ""coordinates"": [[7.02336566239, 47.0385720313], [7.02948907191, 47.0306351656]]}"
230;Delemont Est - Basel SBB Ost;Delemont Est;Basel SBB Ost (Abzw);84.965;122.464;0;1000000;1245771.822;2593657.948;1266035.449;2611819.423;7.35467128364, 47.3627585547;7.59561994962, 47.5449363683;"{""type"": ""LineString"", ""coordinates"": [[7.35467128364, 47.3627585547], [7.59561994962, 47.5449363683]]}"
232;Moutier - Lengnau Ost;Moutier;Lengnau Ost (Abzw);0.005;12.642;0;1000000;1236643.652;2595643.408;1225555.465;2594831.297;7.38104429627, 47.2806725175;7.37043967165, 47.1809325387;"{""type"": ""LineString"", ""coordinates"": [[7.38104429627, 47.2806725175], [7.37043967165, 47.1809325387]]}"
233;Le Locle - Les Brenets;Le Locle;Les Brenets;0.0;4.12;0;1000000;1212103.713;2547390.022;1213160.4904;2544449.5391;6.74615327632, 47.0578610419;6.70732154517, 47.0671258617;"{""type"": ""LineString"", ""coordinates"": [[6.74615327632, 47.0578610419], [6.70732154517, 47.0671258617]]}"
253;Payerne Est - Fribourg Nord;Payerne Est (bif);Fribourg Nord;28.927;48.925;0;1000000;1186322.89;2562566.951;1184545.642;2578245.333;6.94804024299, 46.8269960225;7.1536022676, 46.8117085348;"{""type"": ""LineString"", ""coordinates"": [[6.94804024299, 46.8269960225], [7.1536022676, 46.8117085348]]}"
265;Biel Mett Abzweigung - Biel/Bienne Ost;Biel Mett (Abzw);Biel/Bienne Ost;95.814;97.622;0;1000000;1221868.056;2587686.562;1220646.806;2586391.131;7.27628353133, 47.1476698926;7.25924113567, 47.1366594579;"{""type"": ""LineString"", ""coordinates"": [[7.27628353133, 47.1476698926], [7.25924113567, 47.1366594579]]}"
267;Biel Produktion Ost - Biel Madretsch;Biel Produktionsanlage Ost;Biel Madretsch;96.474;97.935;0;1000000;1221492.514;2587151.224;1220742.9;2585904.724;7.26923619667, 47.1442817243;7.25282647286, 47.1375135619;"{""type"": ""LineString"", ""coordinates"": [[7.26923619667, 47.1442817243], [7.25282647286, 47.1375135619]]}"
291;Lochligut - Wankdorf;Lochligut Sud (Abzw);Wankdorf (Abzw);102.501;103.174;0;1000000;1202122.533;2602392.063;1201583.823;2602549.953;7.47006568707, 46.9701712359;7.4721375473, 46.9653248908;"{""type"": ""LineString"", ""coordinates"": [[7.47006568707, 46.9701712359], [7.4721375473, 46.9653248908]]}"
298;Bern Holligen - Thun Abzweigung;Bern Holligen;Thun (Abzw);2.707;33.601;0;1000000;1199486.955;2597747.803;1178788.244;2613949.053;7.40904991621, 46.9464637746;7.62122299102, 46.7601319542;"{""type"": ""LineString"", ""coordinates"": [[7.40904991621, 46.9464637746], [7.62122299102, 46.7601319542]]}"
316;Lauterbrunnen - Grindelwald Grund;Lauterbrunnen;Grindelwald Grund;0.0;18.13;0;1000000;1160894.6135;2635965.1526;1163674.736;2644780.1874;7.90800032369, 46.5983499339;8.02330687748, 46.6228260409;"{""type"": ""LineString"", ""coordinates"": [[7.90800032369, 46.5983499339], [8.02330687748, 46.6228260409]]}"
320;Spiez - Zweisimmen;Spiez (Abzw);Zweisimmen Gleisende;0.821;35.202;0;1000000;1170967.339;2617734.309;1155495.063;2595168.132;7.67046865883, 46.6896899922;7.37563723999, 46.5507244579;"{""type"": ""LineString"", ""coordinates"": [[7.67046865883, 46.6896899922], [7.37563723999, 46.5507244579]]}"
331;Wengi-Ey - Lotschberg - St.German (West);Mitholz (Spw);St. German (Abzw);21.677;50.176;0;1000000;1151746.685;2616780.062;1128387.001;2631235.994;7.65729659093, 46.5168148769;7.84409489603, 46.3061654866;"{""type"": ""LineString"", ""coordinates"": [[7.65729659093, 46.5168148769], [7.84409489603, 46.3061654866]]}"
361;Gallarate - Varese;Gallarate;Varese;-0.12;18.46;0;1000000;1057389.3009;2705984.0298;1074788.701;2708389.9342;8.79824689594, 45.6599808632;8.83307162148, 45.8160862276;"{""type"": ""LineString"", ""coordinates"": [[8.79824689594, 45.6599808632], [8.83307162148, 45.8160862276]]}"
412;Oensingen - Balsthal;Oensingen;Balsthal;0.0;4.01;0;1000000;1237162.272;2620520.218;1240289.0;2619360.0;7.709870322, 47.2850351056;7.69466870824, 47.3131931359;"{""type"": ""LineString"", ""coordinates"": [[7.709870322, 47.2850351056], [7.69466870824, 47.3131931359]]}"
420;Solothurn West - Moutier;Solothurn West (Abzw);Moutier;0.227;22.087;0;1000000;1228569.053;2606898.617;1236643.652;2595643.408;7.52968472015, 47.2080243926;7.38104429627, 47.2806725175;"{""type"": ""LineString"", ""coordinates"": [[7.52968472015, 47.2080243926], [7.38104429627, 47.2806725175]]}"
445;Huttwil - Wolhusen;Huttwil;Wolhusen;0.0;25.26;0;1000000;1218245.008;2630659.492;1211805.481;2648710.701;7.84260766282, 47.1144900419;8.0797541053, 47.0554879299;"{""type"": ""LineString"", ""coordinates"": [[7.84260766282, 47.1144900419], [8.0797541053, 47.0554879299]]}"
450;Olten Sud - Bern;Olten Sud (Abzw);Bern;40.0;106.156;0;1000000;1243968.077;2635440.828;1199749.812;2600037.945;7.90762984066, 47.3456168185;7.43913088992, 46.9488322905;"{""type"": ""LineString"", ""coordinates"": [[7.90762984066, 47.3456168185], [7.43913088992, 46.9488322905]]}"
470;Luzern - Meiringen;Luzern Brunig;Meiringen Ost;0.126;45.661;0;1000000;1211389.554;2666276.177;1175340.798;2657178.388;8.310871143, 47.0502238974;8.18662552013, 46.7268179176;"{""type"": ""LineString"", ""coordinates"": [[8.310871143, 47.0502238974], [8.18662552013, 46.7268179176]]}"
506;Dreispitz - Aesch Dorf;Basel, Dreispitz;Aesch BL, Dorf;0.0;8.2;0;1000000;1265370.5514;2612655.5156;1257620.4756;2611905.4734;7.60670696728, 47.5389409512;7.5965391951, 47.4692517661;"{""type"": ""LineString"", ""coordinates"": [[7.60670696728, 47.5389409512], [7.5965391951, 47.4692517661]]}"
510;Mulhouse-Ville - Basel SBB;Mulhouse;Basel SBB;108.32;142.203;0;1000000;1287979.941;2592879.129;1266309.826;2611362.891;7.34367800211, 47.7423579939;7.58956279016, 47.5474120551;"{""type"": ""LineString"", ""coordinates"": [[7.34367800211, 47.7423579939], [7.58956279016, 47.5474120551]]}"
514;SNCF Verbindungslinie;Basel SBB West (Abzw);Basel SBB Ost (Abzw);141.382;142.678;0;1000000;1266172.589;2610610.678;1266035.449;2611819.423;7.5795673942, 47.546190292;7.59561994962, 47.5449363683;"{""type"": ""LineString"", ""coordinates"": [[7.5795673942, 47.546190292], [7.59561994962, 47.5449363683]]}"
519;Basel SBB - Gellert: Gleis 400;Basel SBB Nordost (Abzw);Gellert;1.141;2.253;0;1000000;1266032.114;2612400.0;1266514.711;2613310.27;7.60333167986, 47.5448957255;7.61543719004, 47.5492183411;"{""type"": ""LineString"", ""coordinates"": [[7.60333167986, 47.5448957255], [7.61543719004, 47.5492183411]]}"
520;Gellert - Basel Bad DB;Gellert West (Abzw);Basel Bad Bf;1.521;4.449;0;1000000;1266154.824;2612755.183;1268524.66;2612664.855;7.60805308512, 47.5459925787;7.60692041847, 47.5673079057;"{""type"": ""LineString"", ""coordinates"": [[7.60805308512, 47.5459925787], [7.60692041847, 47.5673079057]]}"
530;Basel SBB RB I  - Schweizerhalle;Pratteln West;Basel SBB RB I (Abzw);6.861;7.335;0;1000000;1263902.794;2617578.999;1263807.778;2618038.563;7.67204043183, 47.5256274438;7.67813876155, 47.5247604756;"{""type"": ""LineString"", ""coordinates"": [[7.67204043183, 47.5256274438], [7.67813876155, 47.5247604756]]}"
540;Olten - Woschnau;Olten;Woschnau SBB;39.302;50.9;0;1000000;1244670.532;2635441.909;1248490.545;2644580.575;7.90769964791, 47.3519347593;8.02902608542, 47.3857378753;"{""type"": ""LineString"", ""coordinates"": [[7.90769964791, 47.3519347593], [8.02902608542, 47.3857378753]]}"
551;Luzern Verbindung GB;Luzern Einfahrt (Abzw);Luzern Cargo Gleisende;94.466;95.15;0;1000000;1210767.752;2666201.893;1211337.631;2666580.268;8.30980277005, 47.0446385494;8.3148652316, 47.0497264131;"{""type"": ""LineString"", ""coordinates"": [[8.30980277005, 47.0446385494], [8.3148652316, 47.0497264131]]}"
580;CBT Est;Camorino Nord;Vezia (bif);227.243;243.021;0;1000000;1113079.876;2719509.749;1098231.589;2715840.868;8.9858062254, 46.1585963125;8.93465558401, 46.0256931622;"{""type"": ""LineString"", ""coordinates"": [[8.9858062254, 46.1585963125], [8.93465558401, 46.0256931622]]}"
592;Verbindungslinie CBT Ovest Camorino Sud;Giubiasco Ovest;Camorino Sud;226.169;228.144;0;1000000;1113994.893;2719914.216;1112195.074;2719679.536;8.99127547747, 46.1667539433;8.98777753158, 46.1506084104;"{""type"": ""LineString"", ""coordinates"": [[8.99127547747, 46.1667539433], [8.98777753158, 46.1506084104]]}"
594;GBT West;Rynacht (Abzw);Pozzo Negro (dira);198.882;256.838;0;1000000;1188733.456;2691856.279;1136773.296;2714394.042;8.6429016033, 46.8434015835;8.9254072784, 46.3725834284;"{""type"": ""LineString"", ""coordinates"": [[8.6429016033, 46.8434015835], [8.9254072784, 46.3725834284]]}"
603;Vitznau - Rigi Staffel;Vitznau;Rigi Kulm;0.0;6.85;0;1000000;1207024.8505;2679390.7544;1212124.8135;2679450.6632;8.48268521614, 47.0095259776;8.48436664333, 47.0553890792;"{""type"": ""LineString"", ""coordinates"": [[8.48268521614, 47.0095259776], [8.48436664333, 47.0553890792]]}"
607;Mt. Ceneri - Rivera  (binario destro);Monte Ceneri Nord;Rivera-Bironico Nord;162.683;164.749;0;1000000;1111392.885;2714902.442;1109622.048;2714760.488;8.9257610538, 46.1442251682;8.92349051013, 46.1283225201;"{""type"": ""LineString"", ""coordinates"": [[8.9257610538, 46.1442251682], [8.92349051013, 46.1283225201]]}"
608;Massagno - Lugano (binario destro);Massagno Nord;Lugano Nord;178.617;179.804;0;1000000;1097353.876;2715702.569;1096524.543;2716493.116;8.93265412017, 46.0178228508;8.94265426752, 46.0102280843;"{""type"": ""LineString"", ""coordinates"": [[8.93265412017, 46.0178228508], [8.94265426752, 46.0102280843]]}"
622;Locarno S. Antonio - Ponte Brolla;Locarno S. Antonio;Ponte Brolla;0.0;3.35;0;1000000;1114069.1383;2704440.0748;1115749.187;2701515.0371;8.79097774645, 46.1699988137;8.7534748762, 46.1855569101;"{""type"": ""LineString"", ""coordinates"": [[8.79097774645, 46.1699988137], [8.7534748762, 46.1855569101]]}"
640;Brugg - Rupperswil;Brugg AG;Rupperswil;31.276;43.501;0;1000000;1259183.737;2658054.322;1250502.203;2651957.9;8.20884455349, 47.480859835;8.12695636531, 47.4032902507;"{""type"": ""LineString"", ""coordinates"": [[8.20884455349, 47.480859835], [8.12695636531, 47.4032902507]]}"
641;Rupperswil Ost - Rupperswil Gleis rechts;Rupperswil Ost;Rupperswil;42.451;43.493;0;1000000;1250881.302;2652922.897;1250502.203;2651957.9;8.13978470722, 47.4066229964;8.12695636531, 47.4032902507;"{""type"": ""LineString"", ""coordinates"": [[8.13978470722, 47.4066229964], [8.12695636531, 47.4032902507]]}"
643;Aarau - Schoftland;Aarau AVA;Schoftland Gleisende;0.0;10.293;0;1000000;1249090.386;2646361.31;1239474.895;2646187.921;8.05267036788, 47.3910099916;8.04938343557, 47.3045398809;"{""type"": ""LineString"", ""coordinates"": [[8.05267036788, 47.3910099916], [8.04938343557, 47.3045398809]]}"
645;Lenzburg West - Suhr;Lenzburg West (Abzw);Suhr;60.18;67.485;0;1000000;1249348.182;2654909.42;1246954.266;2648615.291;8.16591393764, 47.3926718512;8.08229064021, 47.3716354742;"{""type"": ""LineString"", ""coordinates"": [[8.16591393764, 47.3926718512], [8.08229064021, 47.3716354742]]}"
651;Hubeli - Beinwil - Lenzburg;Hubeli LU;Lenzburg West (Abzw);1.739;42.491;0;1000000;1215174.305;2663795.451;1249348.182;2654909.42;8.27875871222, 47.0845089907;8.16591393764, 47.3926718512;"{""type"": ""LineString"", ""coordinates"": [[8.27875871222, 47.0845089907], [8.16591393764, 47.3926718512]]}"
671;Rapperswil - Pfaffikon Ost (SOB);Rapperswil SG;Pfaffikon SZ Ost (Abzw);0.021;3.5;0;1000000;1231355.903;2704370.125;1228867.325;2702060.885;8.8167448876, 47.2248872123;8.78569534421, 47.2028673752;"{""type"": ""LineString"", ""coordinates"": [[8.8167448876, 47.2248872123], [8.78569534421, 47.2028673752]]}"
672;Pfaffikon SZ - Samstagern;Pfaffikon SZ;Samstagern;4.025;12.302;0;1000000;1228871.97;2701487.49;1227484.638;2694527.124;8.77812981895, 47.2029974431;8.68598711615, 47.1915524925;"{""type"": ""LineString"", ""coordinates"": [[8.77812981895, 47.2029974431], [8.68598711615, 47.1915524925]]}"
691;RBL Kopf Zurich - Killwangen West;RBL Kopf Zurich;Killwangen West (Abzw);11.402;16.518;0;1000000;1251312.943;2672819.967;1254231.03;2668725.525;8.40344265768, 47.4086059148;8.34964768587, 47.4352897619;"{""type"": ""LineString"", ""coordinates"": [[8.40344265768, 47.4086059148], [8.34964768587, 47.4352897619]]}"
706;Zurich Seebach - Glattbrugg Sud;Zurich Seebach Ost (Abzw);Glattbrugg Sud (Abzw);5.459;6.751;0;1000000;1252594.808;2683665.601;1253463.252;2684529.2;8.54736246195, 47.4188454878;8.55896964512, 47.4265452717;"{""type"": ""LineString"", ""coordinates"": [[8.54736246195, 47.4188454878], [8.55896964512, 47.4265452717]]}"
709;Zue Vorbahnhof Nord - Zurich Altstetten;Zurich Langstrasse;Zurich Altstetten;0.878;4.193;0;1000000;1248396.929;2682329.779;1249492.217;2679299.727;8.52888956481, 47.3812610325;8.48896264996, 47.3914830731;"{""type"": ""LineString"", ""coordinates"": [[8.52888956481, 47.3812610325], [8.48896264996, 47.3914830731]]}"
711;ZH Hardbrucke - Kollermuhle;Zurich Hardbrucke;Kollermuhle (Abzw);1.912;36.368;0;1000000;1248822.322;2681435.526;1226094.23;2679227.103;8.51712620147, 47.3851978915;8.48387328834, 47.1810577699;"{""type"": ""LineString"", ""coordinates"": [[8.51712620147, 47.3851978915], [8.48387328834, 47.1810577699]]}"
712;Zurich Selnau - Adliswil - Sihlbrugg;Zurich Selnau KM-Sprung;Sihlbrugg;0.0;17.361;0;1000000;1247230.248;2682522.921;1232570.073;2686197.351;8.53123184343, 47.3707444643;8.57705894298, 47.2384279346;"{""type"": ""LineString"", ""coordinates"": [[8.53123184343, 47.3707444643], [8.57705894298, 47.2384279346]]}"
721;Thalwil - Thalwil Sud;Thalwil;Thalwil Sud (Abzw);12.093;12.972;0;1000000;1238954.704;2685175.08;1238302.65;2685747.223;8.56476944907, 47.2959814072;8.57220846055, 47.290043041;"{""type"": ""LineString"", ""coordinates"": [[8.56476944907, 47.2959814072], [8.57220846055, 47.290043041]]}"
722;ZH Langstrasse - Nidelbad - Litti;Zurich Langstrasse;Nidelbad Sud (Abzw);1.175;10.293;0;1000000;1248396.929;2682329.779;1240163.333;2683613.154;8.52888956481, 47.3812610325;8.54434634419, 47.3070510368;"{""type"": ""LineString"", ""coordinates"": [[8.52888956481, 47.3812610325], [8.54434634419, 47.3070510368]]}"
730;Zurich Stadelhofen - Rapperswil;Zurich Stadelhofen;Rapperswil SG;5.699;35.973;0;1000000;1246788.882;2683832.75;1231355.903;2704370.125;8.54848908845, 47.3666097667;8.8167448876, 47.2248872123;"{""type"": ""LineString"", ""coordinates"": [[8.54848908845, 47.3666097667], [8.8167448876, 47.2248872123]]}"
733;Verladeanlage Gubrist;Zurich Affoltern (Abzw);Zurich Gubrist;0.0;0.785;0;1000000;1253149.218;2679762.473;1253170.54;2679006.96;8.49574351605, 47.4243158858;8.48573540961, 47.4245987421;"{""type"": ""LineString"", ""coordinates"": [[8.49574351605, 47.4243158858], [8.48573540961, 47.4245987421]]}"
735;Ziegelbrucke West - Rapperswil Ost;Ziegelbrucke West (Abzw);Rapperswil Ost (Abzw);34.798;58.735;0;1000000;1222143.128;2722628.344;1231418.37;2704935.574;9.05525921566, 47.1389016204;8.82422416754, 47.2253594216;"{""type"": ""LineString"", ""coordinates"": [[9.05525921566, 47.1389016204], [8.82422416754, 47.2253594216]]}"
751;ZH Langstr. - Wallisellen - Winterthur;Zurich Langstrasse;Winterthur Nord;0.276;26.487;0;1000000;1248396.929;2682329.779;1262169.787;2696979.178;8.52888956481, 47.3812610325;8.72584625888, 47.5031248227;"{""type"": ""LineString"", ""coordinates"": [[8.52888956481, 47.3812610325], [8.72584625888, 47.5031248227]]}"
754;Winterthur Gruze - Bauma - Ruti ZH West;Winterthur Gruze;Ruti ZH West (Abzw);2.519;45.858;0;1000000;1261715.421;2698886.368;1235471.914;2706820.263;8.75105520262, 47.4987547142;8.85006753451, 47.261511445;"{""type"": ""LineString"", ""coordinates"": [[8.75105520262, 47.4987547142], [8.85006753451, 47.261511445]]}"
757;Kloten - Dorfnest (Uberwerfung);Kloten;Dorfnest (Abzw);11.3;13.377;0;1000000;1255942.995;2686367.434;1255390.319;2688318.739;8.58380969746, 47.4486072856;8.60956980369, 47.4433780269;"{""type"": ""LineString"", ""coordinates"": [[8.58380969746, 47.4486072856], [8.60956980369, 47.4433780269]]}"
764;Schaffhausen - Singen - Konstanz;Schaffhausen;Konstanz;364.492;414.33;0;1000000;1283755.982;2689636.089;1280051.229;2730584.195;8.63275578013, 47.6982815148;9.17702363783, 47.6580868993;"{""type"": ""LineString"", ""coordinates"": [[8.63275578013, 47.6982815148], [9.17702363783, 47.6580868993]]}"
768;Niederglatt - Tanklager Oberhasli West;Niederglatt ZH;Tanklager Oberhasli (Gleisend);21.204;27.526;0;1000000;1260178.196;2680238.503;1256745.7;2677378.999;8.50331557555, 47.4874710201;8.4647814181, 47.4569445811;"{""type"": ""LineString"", ""coordinates"": [[8.50331557555, 47.4874710201], [8.4647814181, 47.4569445811]]}"
819;Etzwilen - Singen;Etzwilen;Singen (Hohentwiel);31.809;45.083;0;1000000;1279856.088;2703658.811;1290761.659;2705144.008;8.81861734532, 47.6611446798;8.84098028646, 47.7589681306;"{""type"": ""LineString"", ""coordinates"": [[8.81861734532, 47.6611446798], [8.84098028646, 47.7589681306]]}"
820;Etzwilen - Schaffhausen;Etzwilen;Schaffhausen;31.809;48.76;0;1000000;1279856.088;2703658.811;1283755.982;2689636.089;8.81861734532, 47.6611446798;8.63275578013, 47.6982815148;"{""type"": ""LineString"", ""coordinates"": [[8.81861734532, 47.6611446798], [8.63275578013, 47.6982815148]]}"
823;Kreuzlingen - Kreuzlingen Hafen;Kreuzlingen;Kreuzlingen Hafen;60.688;61.802;0;1000000;1279422.829;2730001.191;1279067.571;2730978.661;9.16908041834, 47.6525527665;9.18198226764, 47.6491639566;"{""type"": ""LineString"", ""coordinates"": [[9.16908041834, 47.6525527665], [9.18198226764, 47.6491639566]]}"
824;Romanshorn - Konstanz;Romanshorn;Konstanz;82.152;101.285;0;1000000;1270118.504;2746035.706;1280051.229;2730584.195;9.37937129226, 47.5655228649;9.17702363783, 47.6580868993;"{""type"": ""LineString"", ""coordinates"": [[9.37937129226, 47.5655228649], [9.17702363783, 47.6580868993]]}"
830;Wil - Weinfelden;Wil SG;Weinfelden;-0.003;19.175;0;1000000;1258081.406;2720811.768;1269723.992;2725494.691;9.04099305047, 47.4624132427;9.10636822199, 47.5662242632;"{""type"": ""LineString"", ""coordinates"": [[9.04099305047, 47.4624132427], [9.10636822199, 47.5662242632]]}"
840;Winterthur Nord - Romanshorn;Winterthur Nord;Romanshorn;26.393;82.151;0;1000000;1262169.787;2696979.178;1270118.504;2746035.706;8.72584625888, 47.5031248227;9.37937129226, 47.5655228649;"{""type"": ""LineString"", ""coordinates"": [[8.72584625888, 47.5031248227], [9.37937129226, 47.5655228649]]}"
850;St.Gallen - Winterthur Nord;St. Gallen;Winterthur Nord;80.456;137.463;0;1000000;1254278.969;2745712.515;1262169.787;2696979.178;9.36989666272, 47.4231789499;8.72584625888, 47.5031248227;"{""type"": ""LineString"", ""coordinates"": [[9.36989666272, 47.4231789499], [8.72584625888, 47.5031248227]]}"
868;Spange SOB Bruggwaldtunnel - St.Fiden;Bruggwaldtunnel (Abzw);St. Gallen St. Fiden Nord;17.558;17.938;0;1000000;1256843.562;2747715.641;1256470.963;2747781.332;9.39728361352, 47.445791352;9.39803091249, 47.442426472;"{""type"": ""LineString"", ""coordinates"": [[9.39728361352, 47.445791352], [9.39803091249, 47.442426472]]}"
880;Sargans Ost - St.Gallen;Sargans Ost;St. Gallen;-0.105;80.492;0;1000000;1212198.092;2752758.187;1254278.969;2745712.515;9.44894979333, 47.0432061016;9.36989666272, 47.4231789499;"{""type"": ""LineString"", ""coordinates"": [[9.44894979333, 47.0432061016], [9.36989666272, 47.4231789499]]}"
900;Sargans Ost - Chur West (Gleisende);Sargans Ost;Chur West (Gleisende);0.1;26.71;0;1000000;1212198.092;2752758.187;1190928.376;2758455.069;9.44894979333, 47.0432061016;9.51647460575, 46.8506110635;"{""type"": ""LineString"", ""coordinates"": [[9.44894979333, 47.0432061016], [9.51647460575, 46.8506110635]]}"
915;Klosters - Davos - Filisur;Klosters Platz;Filisur;32.442;69.277;0;1000000;1193854.9414;2786145.9094;1171784.6869;2771625.8994;9.88056543089, 46.869750721;9.68191774499, 46.6752078633;"{""type"": ""LineString"", ""coordinates"": [[9.88056543089, 46.869750721], [9.68191774499, 46.6752078633]]}"
960;Bever - Scuol-Tarasp;Bever;Scuol-Tarasp;95.6;145.009;0;1000000;1158339.7456;2787845.9956;1186450.0517;2817366.0219;9.88830864335, 46.5499529997;10.2862637155, 46.7937119876;"{""type"": ""LineString"", ""coordinates"": [[9.88830864335, 46.5499529997], [10.2862637155, 46.7937119876]]}"
7744;Zurich Viadukt - Letten (abgebrochen);Zurich Viadukt (Abzw);Zurich Lettentunnel Ende;1.763;5.582;0;1000000;1248757.715;2681708.889;1246906.957;2683787.795;8.52073426105, 47.3845830098;8.54791610375, 47.3676773767;"{""type"": ""LineString"", ""coordinates"": [[8.52073426105, 47.3845830098], [8.54791610375, 47.3676773767]]}"
9571;Ebikon Sud - Neustadttunnel West;Ebikon Sud (Abzw);Neustadttunnel West (Vzw);0.0;0.0;0;1000000;1214774.0;2668172.0;1211156.0;2665369.0;8.33632876586, 47.0804726969;8.29889933969, 47.0482132621;"{""type"": ""LineString"", ""coordinates"": [[8.33632876586, 47.0804726969], [8.29889933969, 47.0482132621]]}"
