STRNR;KMANF_E;KMEND_E;KMANF_V;KMEND_V;STRNAME;STRKURZN
1545;100000000;100530089;  0,0 +   0;  5,3 +  89;Wangerooge - Ostanleger;Wangerooge - Ostanleger
1546;100000000;100580068;  0,0 +   0;  5,8 +  68;Sande, W 43 - Abzw Schortens Weißer Floh, W 5;Sande - Weißer Floh
1550;99909986;100750073; -0,9 + -13;  7,5 +  73;Sande, W 3 - Wilhelmshaven Süd;Sande - Wilhelmshaven
1551;99999988;100410093;  0,0 + -11;  4,1 +  93;Awanst Wilhelmshaven West, W 1 - Whv Marine-Arsenal;Wilhelmshaven - Marinearsenal
1552;99999945;101540025;  0,0 + -54; 15,4 +  25;Abzw Schortens Weißer Floh, 12W4 - Wilhelmshaven Nord;Weißer Floh - WHV Nord
1553;100040066;100400060;  0,4 +  66;  4,0 +  60;Wilhelmshaven Ölweiche, 14W3 - Wilhelmshaven Mobil Oil;Wilhelmsh.Ölweiche - Mobil Oil
1554;99959933;100510000; -0,4 + -66;  5,1 +   0;Wilhelmshaven Ölweiche, 14W1 - Wilhelmshaven JadeWeserPort;WHV Ölweiche - JadeWeserPort
1560;99959923;108790024; -0,4 + -76; 87,9 +  24;Delmenhorst, W 24 - Hesepe, W 101;Delmenhorst - Hesepe
1561;100000000;101940005;  0,0 +   0; 19,4 +   5;Ahlhorn - Vechta;Ahlhorn - Vechta
1562;99959964;100740088; -0,4 + -35;  7,4 +  88;Holdorf (Oldb), W 6 - Damme (Oldb);Holdorf - Damme
1563;100090002;101450044;  0,9 +   2; 14,5 +  44;Delmenhorst Süd - Lemwerder;Delmenhorst Süd - Lemwerder
1564;99979926;100800006; -0,2 + -73;  8,0 +   6;Lohne (Oldb) - Dinklage;Lohne - Dinklage
1570;100000000;108100008;  0,0 +   0; 81,0 +   8;Emden Rbf --(Norden)-- - Jever;Emden - Jever
1571;100000000;100130003;  0,0 +   0;  1,3 +   3;Emden Rbf, W 102 - Emden Rbf, W 198;Emden, W 102 - W 198
1572;99899984;100350045; -1,0 + -15;  3,5 +  45;Emden, W 55 - Emden Außenhafen (DB-Grenze);Emden - Emden Außenhafen
1573;99969902;101320022; -0,3 + -97; 13,2 +  22;Abelitz, W 1 - Aurich;Abelitz - Aurich
1574;103090041;103660049; 30,9 +  41; 36,6 +  49;Norden, W 35 - Norddeich Mole;Norden - Norddeich Mole
1575;99989984;101740090; -0,1 + -15; 17,4 +  90;Ihrhove, W 13 - Weener (DB-Grenze);Ihrhove - Weener (DB-Grenze)
1576;100000094;100430012;  0,0 +  94;  4,3 +  12;Emden, W 18 - Emden Hbf Volkswagenwerk;Emden - EMD Volkswagenwerk
1577;99999979;100520075;  0,0 + -20;  5,2 +  75;Emden Rbf, W 151 - Emden Südkai;Emden - Südkai
1600;99979982;100460049; -0,2 + -17;  4,6 +  49;Osnabrück Hbf Po, W 77 - Osnabrück Hbf Pu, W 225;Osnabrück Hbf, W 77 - W 225
1601;111740045;112000076;117,4 +  45;120,0 +  76;Osnabrück Hbf Po, W 67 - Osnabrück Hbf Po, W 393;Osnabrück Hbf, W 67 - W 393
1602;99929994;100080092; -0,7 +  -5;  0,8 +  92;Osnabrück Hbf Po, W 323 - Osnabrück Hbf Pu, W 277;Osnabrück Hbf, W 323 - W 277
1610;100050056;100180020;  0,5 +  56;  1,8 +  20;Osnabrück Hbf Pu, W 276 - DB-Grenze (Osnabrück Hafen);Osnabrück Hbf - DB-Gr. (Hafen)
1611;100250071;100360010;  2,5 +  71;  3,6 +  10;Osnabrück Hbf (Löhnerk.), W 220 - Osnabrück Hbf (Lüstr.), W 212;Osnabrück Hbf, W 220 - W 212
1612;100000000;100010000;  0,0 +   0;  0,1 +   0;ehemalige Strecke - Salzbergen - Bentheim;ehemalige Strecke 1612
1620;100000013;100330086;  0,0 +  13;  3,3 +  86;Osnabrück Hbf Po, W 52 - Osnabrück Hbf (Lüstringen), W 208;Osnabrück Hbf, W 52 - W 208
1621;99979927;100130015; -0,2 + -72;  1,3 +  15;Osnabrück Hbf Po, W 91 - Osnabrück Rbf, Gl 247;Osnabrück Hbf - Osnabrück Rbf
1622;100000000;100350011;  0,0 +   0;  3,5 +  11;Osnabrück Hbf (Lüstringen), W 510 - Osnabrück Hbf Pu, W 273;Osnabrück Hbf, W 510 - W 273
1630;100000000;100040022;  0,0 +   0;  0,4 +  22;Sulingen Süd, Strw 2982/1630 - Sulingen Hasenkamp, Strw 1630/1744;Sulingen Süd - Sul. Hasenkamp
1700;100000000;117630090;  0,0 +   0;176,3 +  90;Hannover Hbf - Hamm (Westf);Hannover - Hamm (Westf)
1701;100180045;100910083;  1,8 +  45;  9,1 +  83;Hannover Hbf, W 394 --(Han Hgbf)-- - Seelze, W 303;Hannover - Seelze
1702;100380007;100540061;  3,8 +   7;  5,4 +  61;Hannover-Hainholz, W 806 - Hannover-Leinhausen Wbf;Hannover-Hainholz - Leinhausen
1703;100440010;100590050;  4,4 +  10;  5,9 +  50;Hannover-Hainholz, W 821 - Hannover Nordhafen DB-Grenze;H-Hainholz - H Nordhafen DB Gr
1704;99899993;100100006; -1,0 +  -6;  1,0 +   6;Ahlem, W 16 - Abzw Hannover Kurve, W 3;Ahlem - Abzw Hannover Kurve
1705;99999988;101150027;  0,0 + -11; 11,5 +  27;Hannover Hbf - Seelze Pbf, W 73;Hannover Hbf - Seelze Pbf
1706;100000000;100230000;  0,0 +   0;  2,3 +   0;Hannover Nordhafen DB-Gr - Han.-Nordhafen;H Nordhafen Gr - H Nordhafen
1710;100000000;104080016;  0,0 +   0; 40,8 +  16;Hannover Hbf - Celle, W 107;Hannover - Celle
1711;100370050;115050034;  3,7 +  50;150,5 +  34;Hannover-Hainholz, W 812 --Visselhövede-- - Bremervörde;H-Hainholz - Bremervörde
1712;106170077;113320071; 61,7 +  77;133,2 +  71;Walsrode, W 2 - Buchholz (Nordheide), W 258;Walsrode - Buchholz(Nordheide)
1713;101200026;101540087; 12,0 +  26; 15,4 +  87;Langenhagen Pferdemarkt, 33W33 - Hannover Flughafen;Langenhagen - Flughafen
1714;100000000;108780099;  0,0 +   0; 87,8 +  99;reservierte Strecke - Isernhagen - Lauenbrück (Planungstitel);reservierte Strecke 1714
1715;100000000;100400000;  0,0 +   0;  4,0 +   0;reservierte Strecke - Abzw Königshof - Abzw St. Pauli (Plng);reservierte Strecke 1715
1720;101620014;127300003; 16,2 +  14;273,0 +   3;Lehrte, W 35 - Cuxhaven;Lehrte - Cuxhaven
1721;99989947;107540040; -0,1 + -52; 75,4 +  40;Celle, W 205 - Wahnebergen;Celle - Wahnebergen
1722;100100000;105700045;  1,0 +   0; 57,0 +  45;Celle, Gl 17 - Braunschweig-Gliesmarode, W 2;Celle - Braunschw.-Gliesmarode
1723;100000000;101610025;  0,0 +   0; 16,1 +  25;Plockhorst - Peine;Plockhorst - Peine
1724;100010034;104350039;  0,1 +  34; 43,5 +  39;Gifhorn Stadt - Celle, W 203;Gifhorn - Celle
1725;99999972;100340029;  0,0 + -27;  3,4 +  29;Braunschweig-Rühme, W 2 - Brg Hafen;Braunschweig-Rühme - Brg Hafen
1726;104340077;104430096; 43,4 +  77; 44,3 +  96;Celle, W 102 - NE-Strecke 9170 (Celle Nord);Celle - NE-Strecke 9170
1730;100000000;106090086;  0,0 +   0; 60,9 +  86;Hannover Hbf - Braunschweig Hbf;Hannover - Braunschweig
1731;100550055;100770088;  5,5 +  55;  7,7 +  88;Hannover Karl-Wiechert-Allee - Misburg, W 5;Hannover K.-W.-Allee - Misburg
1732;100360060;116620034;  3,6 +  60;166,2 +  34;Hannover Bismarckstr, W 704 - Kassel Hbf;Hannover - Kassel
1733;100000000;132730062;  0,0 +   0;327,3 +  62;Hannover Hbf --Kassel-Wilhelmshöhe-- - Würzburg Hbf;Hannover --Kassel-- - Würzburg
1734;99969900;101540037; -0,3 + -99; 15,4 +  37;Hannover Hbf, W 481 - Lehrte, W 315;Hannover Hbf - Lehrte
1740;102070067;119410050; 20,7 +  67;194,1 +  50;Wunstorf, W 18 - DB-Grenze, (Bremerhaven-Seehafen);Wunstorf - Bremerhaven
1741;99939934;105060019; -0,6 + -65; 50,6 +  19;Nienburg (Weser), W 84 - Minden (Westf), W 9;Nienburg - Minden
1742;99949916;102790098; -0,5 + -83; 27,9 +  98;Leese-Stolzenau, W 21 - Stadthagen, W 5;Leese-Stolzenau - Stadthagen
1743;99949916;105940030; -0,5 + -83; 59,4 +  30;Nienburg (Weser), W 32 - Rahden (Kr Lübbecke) W 2;Nienburg - Rahden
1744;100000011;106270004;  0,0 +  11; 62,7 +   4;Nienburg (Weser), W 200 - Diepholz, W 11;Nienburg - Diepholz
1745;99979919;102540065; -0,2 + -80; 25,4 +  65;Verden (Aller), W 5 - Rotenburg (Wümme), W 7;Verden - Rotenburg (Wümme)
1750;99949925;104330007; -0,5 + -74; 43,3 +   7;Wunstorf, W 105 --Han-Linden-- - Lehrte Nord, W 257;Wunstorf - Lehrte
1751;99929946;100400041; -0,7 + -53;  4,0 +  41;Wunstorf, W 130 - Abzw Gümmerwald, W 201;Wunstorf - Gümmerwald
1752;101970096;102090006; 19,7 +  96; 20,9 +   6;Hannover-Linden Hafen, W 541 - Abzw Empelde, W 603;Hannover-L. Hafen - Empelde
1753;102660044;102990065; 26,6 +  44; 29,9 +  65;Abzw Waldhausen, W 802 - Hannover-Wülfel, W 105;Hannover Waldhausen - Wülfel
1754;99949939;100280054; -0,5 + -60;  2,8 +  54;Hannover-Wülfel, W 96 - Abzw Waldheim, W 821;Hannover Wülfel - Waldheim
1755;99949913;100120000; -0,5 + -86;  1,2 +   0;Hannover-Wülfel, W 41 - Hannover Messebahnhof;Hannover Wülfel - Messebahnhof
1756;100380084;100510025;  3,8 +  84;  5,1 +  25;Hannover Bismarckstraße, W 722 - Hannover-Wülfel, W 7;Han. Bismarckstraße - Wülfel
1760;100000000;118080035;  0,0 +   0;180,8 +  35;Hannover Hbf - Soest;Hannover - Soest
1761;99959984;102640056; -0,4 + -15; 26,4 +  56;Weetzen, W 3 - Haste (Han), W 3;Weetzen - Haste
1762;99919987;102320054; -0,8 + -12; 23,2 +  54;Bad Münder (Deister) - Bad Nenndorf;Bad Münder - Bad Nenndorf
1770;101310003;105260039; 13,1 +   3; 52,6 +  39;Lehrte, W 718 - Nordstemmen, W 58;Lehrte - Nordstemmen
1771;102230040;102650023; 22,3 +  40; 26,5 +  23;Barnten, W 3 - Abzw Rössing, 55W13;Barnten - Rössing
1772;104040089;107490034; 40,4 +  89; 74,9 +  34;Hildesheim Hbf, W 104 - Groß Gleidingen, W 9;Hildesheim - Groß Gleidingen
1773;104020056;109400071; 40,2 +  56; 94,0 +  71;Hildesheim Hbf, 53W121 - Goslar, W 9;Hildesheim - Goslar
1774;100000000;100350038;  0,0 +   0;  3,5 +  38;Abzw Sorsum, W 151 - Abzw Himmelsthür, W 3;Sorsum - Himmelsthür
1775;101540061;101880057; 15,4 +  61; 18,8 +  57;Lehrte, W 316 - Lehrte, W 828;Lehrte, W 316 - W 828
1776;103980021;104120079; 39,8 +  21; 41,2 +  79;Lehrte, W 370 - Lehrte, W 317;Lehrte, W 370 - W 317
1777;103850024;104000099; 38,5 +  24; 40,0 +  99;reservierte Strecke - Lehrte-Ahlten, W 413 - Lehrte West, W 371;reservierte Strecke 1777
1800;100000000;100230008;  0,0 +   0;  2,3 +   8;Göttingen - Abzw Grone, W 401;Göttingen - Grone
1801;100320070;103670082;  3,2 +  70; 36,7 +  82;Göttingen, W 2 - Bodenfelde, 12W2;Göttingen - Bodenfelde
1802;99939982;101000057; -0,6 + -17; 10,0 +  57;Uslar - Schönhagen (Han);Uslar - Schönhagen
1803;100090013;100250005;  0,9 +  13;  2,5 +   5;Göttingen, W 327 - Abzw Siekweg, W 412;Göttingen - Siekweg
1804;100000000;100100003;  0,0 +   0;  1,0 +   3;Eichenberg, W 64 - Eichenberg, W 88;Eichenberg, W 64 - 88
1810;108850033;115710037; 88,5 +  33;157,1 +  37;Northeim (Han) - Nordhausen, W 357;Northeim - Nordhausen
1811;99939910;104040044; -0,6 + -89; 40,4 +  44;Wulften - Leinefelde, W 209;Wulften - Leinefelde
1812;108590062;111760091; 85,9 +  62;117,6 +  91;Seesen, W 16 - Herzberg (Harz), W 23;Seesen - Herzberg
1813;100000070;100590093;  0,0 +  70;  5,9 +  93;Herzberg (Harz), W 51 - Siebertal;Herzberg - Siebertal
1814;100000000;100010000;  0,0 +   0;  0,1 +   0;ehemalige Strecke - (DB-Grenze) Rhumspringe - Herzberg (Harz), W 24,G-(neue Strecke 6717);ehemalige Strecke 1814
1815;100020092;101550007;  0,2 +  92; 15,5 +   7;Scharzfeld, W 9 - St Andreasberg West;Scharzfeld - St Andreasberg
1816;107680032;107720066; 76,8 +  32; 77,2 +  66;Abzw Edesheim (Leine), W 103 - Abzw Edesheim (Leine), W 106;Edesheim (Leine), W 103- W 106
1817;107740005;107810028; 77,4 +   5; 78,1 +  28;Abzw Edesheim (Leine), W 110 - Abzw Edesheim (Leine) Süd, W 113;Edesheim (L) - Edesheim (L)Süd
1820;99939986;108190075; -0,6 + -13; 81,9 +  75;Elze (Han), W 9 - Löhne (Westf) Pbf;Elze - Löhne
1821;99989919;102400057; -0,1 + -80; 24,0 +  57;Bodenburg - Elze (Han), W 3;Bodenburg - Elze
1822;100060047;103130007;  0,6 +  47; 31,3 +   7;Bad Gandersheim - Groß Düngen, W 26;Bad Gandersheim - Groß Düngen
1823;104380008;107450080; 43,8 +   8; 74,5 +  80;Derneburg (Han), W 3 - Seesen;Derneburg - Seesen
1824;100020096;101070000;  0,2 +  96; 10,7 +   0;Einbeck-Salzderhelden, W 2 - Juliusmühle;Einbeck - Juliusmühle
1900;100330061;103880013;  3,3 +  61; 38,8 +  13;Braunschweig Hbf - Helmstedt;Braunschweig - Helmstedt
1901;100000000;104720087;  0,0 +   0; 47,2 +  87;Braunschweig Hbf - Bad Harzburg, Prellbock Gleis 3;Braunschweig - Bad Harzburg
1902;100000000;103210086;  0,0 +   0; 32,1 +  86;Braunschweig Hbf - Gifhorn, W 451;Braunschweig - Gifhorn
1903;99999988;101330089;  0,0 + -11; 13,3 +  89;Awanst Braunschweig Nordkurve, W 7 - Braunschweig Rbf;Braunschweig Nordkurve - Rbf
1904;99999971;100100050;  0,0 + -28;  1,0 +  50;Braunschweig Celler Straße - Braunschweig-Lehndorf;BS Celler Straße - Lehndorf
1905;100000000;100010000;  0,0 +   0;  0,1 +   0;ehemalige Strecke - Braunschweig West - Braunschweig Halzhof;ehemalige Strecke 1905
1906;100120020;100200000;  1,2 +  20;  2,0 +   0;Braunschweig Nord - Braunschweig Ost;Braunschweig Nord - Ost
1910;105250099;106280061; 52,5 +  99; 62,8 +  61;Groß Gleidingen, W 5 - Braunschweig Rbf, W 390;Groß Gleidingen - Braunschweig
1911;105740049;106490018; 57,4 +  49; 64,9 +  18;Abzw Braunschw. Gabelung - Abzw Braunschweig-Buchhorst, 32W572;BS Gabelung - BS-Buchhorst
1912;100020075;100610095;  0,2 +  75;  6,1 +  95;Braunschweig Rbf, W 308 - Abzw Braunschw. Okerbrücke, W 11;Braunschweig Rbf - Okerbrücke
1913;100010039;100340012;  0,1 +  39;  3,4 +  12;Braunschweig Rbf, W 217 - Abzw Braunschweig Lünischteich, 41W551;Braunschw. Rbf - Lünischteich
1914;100000000;100480071;  0,0 +   0;  4,8 +  71;Abzw Schmiedekamp, 31W565 - Braunschweig Rbf;BS Schmiedekamp - Rbf
1915;106180083;106320063; 61,8 +  83; 63,2 +  63;Braunschweig Rbf, Stw 6 (Gl 194) - W 412;Braunschw. Rbf, Stw 6 - W 412
1920;100570032;102720089;  5,7 +  32; 27,2 +  89;Abzw Leiferde (Braunschw.), W 502 - Salzgitter-Bad, W 64;Leiferde (BS) - Salzgitter-Bad
1921;100080084;101450092;  0,8 +  84; 14,5 +  92;Groß Gleidingen Ostkopf, W 30 - Wolfenbüttel, W 6;Groß Gleidingen - Wolfenbüttel
1922;99989924;100170098; -0,1 + -75;  1,7 +  98;Groß Gleidingen, W 8 - Beddingen VPS, W 3001;Groß Gleidingen - Beddingen
1923;101210037;103800081; 12,1 +  37; 38,0 +  81;Salzgitter-Drütte, W 3 - Derneburg (Han);Salzgitter-Drütte - Derneburg
1924;100000000;100330071;  0,0 +   0;  3,3 +  71;Salzgitter-Drütte - Sg-Thiede;Salzgitter Drütte - Thiede
1925;100820085;101090091;  8,2 +  85; 10,9 +  91;ehem. Abzw Hoheweg - Salzgitter-Drütte;Hoheweg - Salzgitter-Drütte
1930;107850022;109530091; 78,5 +  22; 95,3 +  91;Neuekrug-Hahausen, W 310 - Goslar, W 10;Neuekrug-Hahausen - Goslar
1931;100000083;101560040;  0,0 +  83; 15,6 +  40;Langelsheim, W 52 - Lautenthal;Langelsheim - Lautenthal
1932;100010024;101280042;  0,1 +  24; 12,8 +  42;Vienenburg, W 511 - Goslar, W 10;Vienenburg - Goslar
1933;100000000;100010000;  0,0 +   0;  0,1 +   0;ehemalige Strecke - (RB-Grenze) - Vienenburg, W 501                   (neue Strecke 6344);ehemalige Strecke 1933
1934;100000000;100010000;  0,0 +   0;  0,1 +   0;ehemalige Strecke - (DB-Grenze) Eckertal - Oker, W 69                 (neue Strecke 6425);ehemalige Strecke 1934
1935;113510080;114230060;135,1 +  80;142,3 +  60;Grauhof - Langelsheim;Grauhof - Langelsheim
1940;100000095;115040067;  0,0 +  95;150,4 +  67;Helmstedt, W 33 - Holzminden;Helmstedt - Holzminden
1941;100000000;100010000;  0,0 +   0;  0,1 +   0;ehemalige Strecke - (DB-Grenze) Offleben - Schöningen;ehemalige Strecke 1941
1942;101310063;106590070; 13,1 +  63; 65,9 +  70;Wolfenbüttel, W 3 - Oschersleben(Bode), W 46;Wolfenbüttel - Oschersleben
1943;100000000;103200099;  0,0 +   0; 32,0 +  99;Jerxheim - Nienhagen (b Halberstadt), W 2;Jerxheim - Nienhagen
1944;100000000;100010000;  0,0 +   0;  0,1 +   0;ehemalige Strecke - (DB-Grenze) - Helmstedt                           (neue Strecke 6400);ehemalige Strecke 1944
1945;100050039;101750039;  0,5 +  39; 17,5 +  39;Helmstedt, W 5 - Grasleben;Helmstedt - Grasleben
1950;100000000;100010000;  0,0 +   0;  0,1 +   0;ehemalige Strecke - (DB-Grenze) Vorsfelde - Lehrte, W 403             (neue Strecke 6107);ehemalige Strecke 1950
1951;102700040;102960000; 27,0 +  40; 29,6 +   0;Velpke (Braunschw) - Oebisfelde;Velpke - Oebisfelde
1952;99999977;102800009;  0,0 + -22; 28,0 +   9;Schandelah - ehem. Abzw Grafhorst;Schandelah - Grafhorst
1953;100130061;102420018;  1,3 +  61; 24,2 +  18;Braunschweig-Gliesmarode, W 3 - Fallersleben;Braunschweig - Fallersleben
1954;100000000;100010000;  0,0 +   0;  0,1 +   0;ehemalige Strecke - Lehre - Brunsrode-Flechtorf;ehemalige Strecke 1954
1955;100000000;100010000;  0,0 +   0;  0,1 +   0;ehemalige Strecke - Fallersleben - Werkbf VW Wolfsburg;ehemalige Strecke 1955
1956;100370013;102420018;  3,7 +  13; 24,2 +  18;Weddel, 33W604 - Fallersleben, 33W356;Weddel - Fallersleben
1960;99969909;109790040; -0,3 + -90; 97,9 +  40;Uelzen, W 152 - Langwedel, W 48;Uelzen - Langwedel
1961;100000000;100010000;  0,0 +   0;  0,1 +   0;ehemalige Strecke - (DB-Grenze) Nienbergen - Uelzen                   (neue Strecke 6899);ehemalige Strecke 1961
1962;99899922;105540032; -1,0 + -77; 55,4 +  32;Gifhorn, 04W405 - Wieren, 36W11;Gifhorn - Wieren
1963;99969939;104140025; -0,3 + -60; 41,4 +  25;Uelzen, W 118 - ehem. Abzw Dannenberg West;Uelzen - Dannenberg West
2000;100260019;104520045;  2,6 +  19; 45,2 +  45;Lünen Hbf, W 442 - Münster (Westf) Hbf;Lünen - Münster
2001;100000000;100010000;  0,0 +   0;  0,1 +   0;ehemalige Strecke - Dülmen, Stw Dn - Stw Dmf;ehemalige Strecke 2001
2002;99989903;104810080; -0,1 + -96; 48,1 +  80;Haltern am See, W 110 --Wesel-- - Büderich;Haltern - Büderich
2003;105310060;108490010; 53,1 +  60; 84,9 +  10;Menzelen West (Tief) - Geldern Ost (DB-Grenze);Menzelen - Geldern (DB-Grenze)
2004;103500031;103630057; 35,0 +  31; 36,3 +  57;NE-Strecke 9213 - Münster (Westf) Hbf, W 426;NE-Strecke 9213 - Münster
2010;99929963;101320033; -0,7 + -36; 13,2 +  33;Mecklenbeck, W 713 - Sudmühle, W 914;Mecklenbeck - Sudmühle
2011;99999976;100300039;  0,0 + -23;  3,0 +  39;Abzw Münster Lechtenberg, W 585 - Kanal, W 599;Abzw Lechtenberg - Kanal
2013;99979985;105020022; -0,2 + -14; 50,2 +  22;Münster (Westf) Hbf - Rheda-Wiedenbrück, W 61;Münster - Rheda-Wiedenbrück
2014;100270019;105900030;  2,7 +  19; 59,0 +  30;Nevinghof, W 471 - Gronau (Westf), (DB-Grenze);Nevinghof - Gronau,(DB-Grenze)
2020;99999953;102200001;  0,0 + -46; 22,0 +   1;Ochtrup - Rheine, W 56;Ochtrup - Rheine
2021;100000000;100430087;  0,0 +   0;  4,3 +  87;Rheine, Stw Rs - Rheine, W 205;Rheine, Stw Rs - W 205
2022;100000000;100010000;  0,0 +   0;  0,1 +   0;ehemalige Strecke - Rheine, Stw Rs - Stw Rgf;ehemalige Strecke 2022
2023;100000000;100150027;  0,0 +   0;  1,5 +  27;ehem. Hauenhorst - Rheine, Stw Rgf;Hauenhorst - Rheine
2024;100000000;100350013;  0,0 +   0;  3,5 +  13;ehem. Abzw Rheine Emsbrücke - Rheine, Stw Rs;Abzw Rheine Emsbrücke - Rheine
2025;100000000;100010000;  0,0 +   0;  0,1 +   0;ehemalige Strecke - Hauenhorst - Rheine, Stw Rgf;ehemalige Strecke 2025
2026;100000007;102170082;  0,0 +   7; 21,7 +  82;Salzbergen, W 18 - Bad Bentheim Grenze;Salzbergen - B.Bentheim Grenze
2100;99969980;109610091; -0,3 + -19; 96,1 +  91;Dortmund Hbf, W 131 - Gronau (Westf), W 11;Dortmund - Gronau
2101;100000039;100200059;  0,0 +  39;  2,0 +  59;Dortmund-Eving, W 105 - Dortmund-Obereving;Dortmund-Eving - DO-Obereving
2102;100000007;100200016;  0,0 +   7;  2,0 +  16;Dortmund-Obereving, W 36 - Do-Kirchderne, W 101;DO-Obereving - DO-Kirchderne
2103;116510030;121900053;165,1 +  30;219,0 +  53;Dortmund Hbf - Soest, W 9;Dortmund - Soest
2104;99929950;100070020; -0,7 + -49;  0,7 +  20;Dortmund-Obereving - Do-Lindenhorst;DO-Obereving - DO-Lindenhorst
2105;99999970;100230072;  0,0 + -29;  2,3 +  72;Dortmund-Obereving - Zeche Fürst Hardenberg;DO-Obereving - Fürst Hardenbg.
2106;111990054;112370077;119,9 +  54;123,7 +  77;Dortmund Hbf, W 255 - Abzw Dortmund-Körne, W 103;Dortmund - Abzw Körne
2110;100000085;100370057;  0,0 +  85;  3,7 +  57;Dortmund Süd, W 44 - Dortmund Ost;Dortmund Süd - Dortmund Ost
2111;100060049;100320081;  0,6 +  49;  3,2 +  81;Dortmund Ost - Dortmund-Eving, W 228;Dortmund Ost - Dortmund-Eving
2112;100000000;103570047;  0,0 +   0; 35,7 +  47;Welver - Dortmund Süd, W 32;Welver - Dortmund Süd
2113;99989945;101020048; -0,1 + -54; 10,2 +  48;Dortmund-Hörde, W 3 - Schwerte (Ruhr);Dortmund-Hörde - Schwerte
2120;100180065;100700033;  1,8 +  65;  7,0 +  33;Abzw Dortm.-Lütgend. Gbf Flm, W601 - Dortm. Signal Iduna Park W201;DO-Lütg Flm - DO Signal Iduna
2121;100550067;100650008;  5,5 +  67;  6,5 +   8;Dortmund-Dorstfeld, W 348 - Abzw Dortmund-Schönau, W 288;DO-Dorstfeld - Abzw DO-Schönau
2122;100000028;100230064;  0,0 +  28;  2,3 +  64;Dortmund-Dorstfeld, W 35 - Do-Huckarde Süd, W 716;DO-Dorstfeld - DO-Huckarde Süd
2123;100160047;100410059;  1,6 +  47;  4,1 +  59;Abzw Dortmund Buschstraße, W 801 - Abzw Dortmund-Deusen, W 2;Abzw Buschstraße - Abzw Deusen
2124;100000000;100010000;  0,0 +   0;  0,1 +   0;ehemalige Strecke - Do-Dorstfeld, Gbf - Dortmunderfeld;ehemalige Strecke 2124
2125;100000011;101180096;  0,0 +  11; 11,8 +  96;Abzw Bochum Stockumer Straße, W 201 - Dortmund Hbf, W 212;Abzw Stockumer Str. - Dortmund
2126;106570045;106950059; 65,7 +  45; 69,5 +  59;Dortmund-Dorstfeld, W 36 - Dortmund Süd, W 31;DO-Dorstfeld - Dortmund Süd
2130;100210011;100710018;  2,1 +  11;  7,1 +  18;Abzw Dortmund-Lütgend. Flm, W 602 - Dortmund Gbf, W 19;Abzw DO-Lütgend. Flm - DO Gbf
2131;99999940;100260007;  0,0 + -59;  2,6 +   7;Abzw Deusen, W 4 - Dortmund Gbf, W 21;Abzw Deusen - Dortmund Gbf
2132;100020058;101190031;  0,2 +  58; 11,9 +  31;Abzw Dortmund-Nette, 79W401 - Dortmund-Scharnhorst, W 59;Abzw DO-Nette - DO-Scharnhorst
2133;99959940;100460068; -0,4 + -59;  4,6 +  68;ehem. Abzw Dortmund Hansa - Dortmund Hbf, W 237;ehem. Abzw Hansa - Dortmund
2134;101780010;101950006; 17,8 +  10; 19,5 +   6;Dortmund-Rahm Üst - Dortmund Gbf, W 4;DO-Rahm Üst - Dortmund Gbf
2135;99969951;100280005; -0,3 + -48;  2,8 +   5;ehem. Dortmund-Bodelschwingh - Dortmund-Mengede;DO-Bodelschwingh - DO-Mengede
2136;104300075;104720061; 43,0 +  75; 47,2 +  61;Abzw Buschstraße - Dortmund-Bodelschwingh;Abzw Buschstr. - DO-Bodelschw.
2137;100000000;100150075;  0,0 +   0;  1,5 +  75;Dortmund-Rahm - Abzw Buschstraße;DO-Rahm -  Abzw Buschstraße
2140;99989963;100720092; -0,1 + -36;  7,2 +  92;Bochum-Langendreer, 55W4 - Witten Hbf, W 85;Bochum-Langendreer - Witten
2141;100080087;101320049;  0,8 +  87; 13,2 +  49;Bochum-Langendreer, Bezirk Kreuz - Dortmund-Löttringhausen;BO-Langendreer - DO-Löttringh.
2142;100010059;100110009;  0,1 +  59;  1,1 +   9;Bochum-Langendreer, W 210 - Bochum-Langendreer, 55W87;BO-Langendreer, W 210 - W 87
2143;100000000;101940060;  0,0 +   0; 19,4 +  60;Witten Hbf - Schwelm, W 426;Witten - Schwelm
2144;100260047;100540040;  2,6 +  47;  5,4 +  40;Witten Streckenw. 2143/2144 - Wengern Ost, W 117;Strw 2143/2144 - Wengern Ost
2146;100000000;100060027;  0,0 +   0;  0,6 +  27;Bochum-Langendreer, W 318 - Bochum-Langendreer, W 319;Bochum-Langendreer, W318- W319
2150;114410008;114790019;144,1 +   8;147,9 +  19;Bochum Hbf, W 22 - Abzw Prinz von Preußen, 14W1;Bochum - Prinz von Preußen
2151;104900040;106350045; 49,0 +  40; 63,5 +  45;Bochum Präsident Strw 2151/2152  - Abzw Dortmund-Lütg. Gbf Flm, W 602;BO Präsid. Strw - DO,Abzw Flm
